stationid,city,temp,rain,wind,direction,date
2,Bucuresti,-12,0.59,136,V,2023-03-08
7,Braila,1,0.14,50,SV,2023-03-10
3,Cluj-Napoca,22,0.04,67,V,2023-03-19
3,Suceava,34,0.49,111,NE,2023-03-30
3,Constanta,27,0.36,81,V,2023-03-04
1,Constanta,38,0.0,46,NV,2023-03-24
2,Constanta,22,0.09,87,N,2023-03-23
5,Suceava,-6,0.33,140,N,2023-03-23
3,Brasov,23,0.66,3,NV,2023-03-03
3,Bucuresti,33,0.25,41,N,2023-03-28
10,Constanta,-5,0.29,101,N,2023-03-13
10,Suceava,20,0.94,67,SV,2023-03-05
6,Constanta,36,0.48,131,S,2023-03-13
6,Bucuresti,17,0.49,1,S,2023-03-02
3,Suceava,16,0.8,140,SE,2023-03-23
6,Braila,39,0.53,23,SV,2023-03-07
3,Galati,35,0.39,30,V,2023-03-05
2,Bucuresti,21,0.4,5,NE,2023-03-12
9,Cluj-Napoca,13,0.24,32,E,2023-03-16
6,Constanta,11,0.74,35,SE,2023-03-03
10,Cluj-Napoca,-1,0.76,122,SE,2023-03-09
3,Brasov,16,0.37,80,SE,2023-03-27
5,Bucuresti,25,0.74,72,E,2023-03-26
2,Suceava,13,0.25,46,V,2023-03-30
6,Suceava,23,0.67,25,V,2023-03-28
6,Suceava,-3,0.55,85,N,2023-03-24
2,Suceava,30,0.95,29,S,2023-03-28
3,Iasi,1,0.25,37,NE,2023-03-20
3,Suceava,24,0.07,116,SV,2023-03-13
4,Cluj-Napoca,-1,0.26,80,E,2023-03-25
4,Galati,11,0.21,4,E,2023-03-06
3,Galati,2,0.71,19,NE,2023-03-30
8,Bucuresti,12,0.21,13,N,2023-03-26
10,Brasov,22,0.37,45,SV,2023-03-27
4,Suceava,29,0.23,10,V,2023-03-04
9,Iasi,-3,0.08,137,NE,2023-03-06
1,Suceava,36,0.52,115,SE,2023-03-08
8,Galati,35,0.36,19,SV,2023-03-09
4,Suceava,16,0.31,124,SE,2023-03-30
5,Galati,21,0.81,1,E,2023-03-24
3,Cluj-Napoca,4,0.55,64,S,2023-03-14
5,Constanta,3,0.41,85,NE,2023-03-24
9,Suceava,15,0.0,118,NE,2023-03-03
4,Galati,5,0.82,59,V,2023-03-15
1,Constanta,0,0.69,60,SV,2023-03-14
5,Braila,16,0.72,7,NV,2023-03-01
6,Braila,30,0.84,138,S,2023-03-10
6,Bucuresti,37,0.07,102,SE,2023-03-03
9,Braila,26,0.66,30,SV,2023-03-01
7,Suceava,-20,0.38,136,E,2023-03-08
2,Brasov,-12,0.18,41,SE,2023-03-08
8,Braila,10,0.0,25,E,2023-03-29
10,Constanta,28,0.62,137,NV,2023-03-08
4,Iasi,38,0.7,73,E,2023-03-18
7,Braila,-2,0.78,140,SE,2023-03-10
7,Brasov,-17,0.68,101,E,2023-03-03
2,Iasi,6,0.26,137,N,2023-03-17
8,Brasov,-3,0.79,63,NE,2023-03-17
1,Constanta,7,0.52,23,NE,2023-03-15
10,Bucuresti,13,0.84,69,E,2023-03-24
3,Suceava,14,0.03,89,E,2023-03-28
2,Suceava,27,0.22,139,SE,2023-03-12
3,Suceava,38,0.04,139,E,2023-03-16
10,Cluj-Napoca,-5,0.01,72,SV,2023-03-06
3,Braila,15,0.0,45,SE,2023-03-12
8,Braila,0,0.87,112,NE,2023-03-30
1,Iasi,0,0.62,55,S,2023-03-26
5,Constanta,-5,0.37,57,SE,2023-03-28
4,Braila,21,0.27,22,S,2023-03-07
10,Brasov,-3,0.3,15,V,2023-03-07
1,Iasi,2,0.9,76,SV,2023-03-21
3,Cluj-Napoca,-19,0.14,118,V,2023-03-29
1,Galati,-4,0.8,18,SV,2023-03-12
9,Brasov,28,0.41,43,SE,2023-03-19
7,Bucuresti,7,0.32,106,E,2023-03-17
6,Galati,31,0.64,126,NV,2023-03-26
10,Brasov,36,0.36,75,V,2023-03-03
10,Brasov,-10,0.08,85,SE,2023-03-14
10,Constanta,31,0.2,63,NV,2023-03-23
8,Cluj-Napoca,8,0.69,51,E,2023-03-10
8,Suceava,25,0.86,4,V,2023-03-23
10,Bucuresti,26,0.82,94,N,2023-03-28
5,Galati,11,0.63,60,S,2023-03-04
8,Galati,15,0.12,76,V,2023-03-20
7,Bucuresti,15,0.98,126,NV,2023-03-14
7,Suceava,22,0.66,109,SV,2023-03-29
9,Cluj-Napoca,-8,0.04,104,S,2023-03-02
4,Bucuresti,31,0.43,90,N,2023-03-06
4,Suceava,4,0.68,46,NV,2023-03-26
6,Bucuresti,-5,0.32,10,SE,2023-03-21
3,Bucuresti,24,0.32,8,NV,2023-03-03
1,Cluj-Napoca,21,0.52,113,SV,2023-03-23
8,Suceava,20,0.62,110,S,2023-03-13
4,Suceava,-1,0.96,51,SV,2023-03-08
5,Braila,40,0.87,124,SE,2023-03-28
2,Iasi,5,0.36,69,S,2023-03-19
4,Bucuresti,-11,0.83,104,NV,2023-03-14
4,Suceava,14,0.98,97,N,2023-03-05
6,Braila,18,0.2,1,E,2023-03-30
8,Suceava,-14,0.07,37,SV,2023-03-15
4,Constanta,17,0.66,91,SE,2023-03-10
10,Cluj-Napoca,21,0.08,67,SE,2023-03-03
1,Bucuresti,15,0.56,81,NV,2023-03-01
3,Iasi,0,0.46,78,S,2023-03-20
2,Cluj-Napoca,38,0.07,82,NE,2023-03-16
6,Bucuresti,30,0.3,60,S,2023-03-19
6,Bucuresti,40,0.19,7,NE,2023-03-19
7,Constanta,9,0.27,26,SV,2023-03-12
9,Cluj-Napoca,22,0.99,129,N,2023-03-24
8,Braila,20,0.25,41,V,2023-03-12
2,Suceava,33,0.49,94,S,2023-03-18
4,Iasi,33,0.69,2,E,2023-03-02
10,Braila,13,0.32,26,NE,2023-03-30
3,Cluj-Napoca,39,0.76,59,E,2023-03-16
7,Braila,-7,0.82,99,V,2023-03-27
7,Cluj-Napoca,-17,0.44,92,E,2023-03-19
6,Constanta,1,0.69,129,N,2023-03-28
9,Bucuresti,4,0.42,38,SV,2023-03-22
10,Constanta,17,0.45,45,V,2023-03-26
6,Suceava,29,0.67,92,SE,2023-03-14
1,Suceava,39,0.99,53,E,2023-03-14
1,Suceava,12,0.13,55,SV,2023-03-19
2,Braila,15,0.71,29,SV,2023-03-29
5,Iasi,6,0.75,129,S,2023-03-24
1,Constanta,-1,0.09,99,SE,2023-03-05
10,Bucuresti,18,0.87,2,V,2023-03-23
8,Cluj-Napoca,7,0.61,62,N,2023-03-24
4,Iasi,-1,0.14,83,S,2023-03-10
4,Suceava,5,0.8,25,V,2023-03-03
9,Constanta,-9,0.48,26,E,2023-03-24
9,Constanta,7,0.5,132,N,2023-03-16
4,Suceava,7,0.73,140,NE,2023-03-27
2,Bucuresti,15,0.21,127,SE,2023-03-18
8,Bucuresti,-20,0.49,62,SE,2023-03-29
4,Braila,-2,0.44,12,S,2023-03-04
6,Iasi,23,0.32,8,V,2023-03-08
1,Braila,-14,0.17,62,S,2023-03-07
7,Braila,34,0.76,46,SE,2023-03-16
3,Cluj-Napoca,15,0.08,22,S,2023-03-19
9,Bucuresti,32,0.72,77,N,2023-03-23
4,Braila,12,0.74,72,NE,2023-03-03
3,Constanta,0,0.39,29,S,2023-03-04
3,Brasov,-15,0.24,68,SE,2023-03-11
4,Constanta,-17,0.68,67,SE,2023-03-04
4,Brasov,22,0.7,109,N,2023-03-03
3,Iasi,36,0.73,69,NE,2023-03-06
1,Constanta,3,0.95,131,SE,2023-03-20
10,Brasov,-12,0.49,84,V,2023-03-12
5,Brasov,5,0.78,78,NV,2023-03-07
3,Iasi,11,0.75,36,NV,2023-03-13
4,Iasi,34,0.16,76,V,2023-03-02
3,Constanta,-2,0.69,9,V,2023-03-26
6,Constanta,-11,0.72,90,NV,2023-03-26
2,Suceava,12,0.98,51,E,2023-03-26
4,Galati,4,0.29,11,N,2023-03-03
9,Cluj-Napoca,-20,0.72,16,V,2023-03-07
3,Galati,28,0.36,126,S,2023-03-03
5,Bucuresti,-8,0.83,23,E,2023-03-12
7,Brasov,-14,0.45,129,S,2023-03-06
5,Bucuresti,-9,0.48,81,SV,2023-03-15
3,Cluj-Napoca,34,0.82,49,E,2023-03-11
1,Iasi,-12,0.37,63,V,2023-03-24
8,Iasi,-19,0.1,5,NE,2023-03-16
7,Braila,-20,0.58,32,SE,2023-03-05
8,Braila,-14,0.01,109,NE,2023-03-01
6,Suceava,22,0.08,58,N,2023-03-17
9,Brasov,5,0.78,76,E,2023-03-07
2,Iasi,40,0.34,131,S,2023-03-13
6,Suceava,31,0.18,13,N,2023-03-02
3,Iasi,23,0.67,55,E,2023-03-04
8,Cluj-Napoca,-19,0.94,108,SV,2023-03-14
5,Cluj-Napoca,3,0.48,35,SV,2023-03-29
10,Suceava,-11,0.21,57,NV,2023-03-15
9,Galati,27,0.39,46,E,2023-03-04
2,Braila,-8,0.65,102,N,2023-03-08
2,Suceava,38,0.7,41,NE,2023-03-25
5,Brasov,20,0.82,79,SV,2023-03-07
4,Constanta,-20,0.56,40,NE,2023-03-18
1,Brasov,-16,0.96,80,N,2023-03-14
1,Suceava,20,0.55,122,SV,2023-03-12
9,Bucuresti,-3,0.08,36,SV,2023-03-01
5,Bucuresti,-2,0.92,41,NE,2023-03-02
8,Constanta,5,0.54,65,SV,2023-03-27
5,Galati,24,0.3,138,NE,2023-03-08
6,Galati,-10,0.85,56,V,2023-03-11
2,Suceava,-20,0.25,54,V,2023-03-12
3,Galati,16,0.74,59,NE,2023-03-22
1,Galati,2,0.63,2,N,2023-03-28
3,Bucuresti,33,0.89,39,N,2023-03-04
7,Brasov,26,0.62,42,S,2023-03-16
6,Iasi,31,0.52,100,NE,2023-03-12
6,Galati,21,0.2,92,N,2023-03-30
10,Brasov,6,0.75,63,E,2023-03-26
8,Iasi,0,0.05,69,SE,2023-03-25
9,Galati,-13,0.5,131,SV,2023-03-13
6,Bucuresti,29,0.14,75,V,2023-03-21
7,Brasov,26,0.14,4,NE,2023-03-04
2,Iasi,7,0.1,52,SV,2023-03-29
9,Braila,34,0.06,40,SE,2023-03-14
6,Constanta,-9,0.18,51,SE,2023-03-22
9,Braila,6,0.38,32,NV,2023-03-06
4,Iasi,6,0.67,64,NV,2023-03-29
9,Bucuresti,-19,0.67,108,N,2023-03-15
7,Brasov,32,0.16,79,SE,2023-03-09
10,Constanta,-20,0.01,14,N,2023-03-18
5,Galati,25,0.62,64,NE,2023-03-01
9,Iasi,-19,0.8,54,V,2023-03-06
1,Galati,6,0.91,78,NE,2023-03-16
3,Iasi,-15,0.5,26,SV,2023-03-14
6,Suceava,14,0.24,130,NE,2023-03-28
1,Constanta,0,0.16,47,SE,2023-03-19
3,Braila,-1,0.83,54,E,2023-03-06
5,Suceava,36,0.09,9,N,2023-03-10
8,Braila,-18,0.06,121,SV,2023-03-21
1,Iasi,16,0.56,129,SE,2023-03-03
7,Galati,1,0.17,21,NV,2023-03-15
2,Suceava,6,0.48,77,NV,2023-03-22
7,Constanta,-18,0.62,58,V,2023-03-13
3,Iasi,3,0.49,130,S,2023-03-28
6,Galati,23,0.95,4,N,2023-03-17
7,Iasi,5,0.99,110,V,2023-03-23
9,Brasov,-20,0.95,16,NV,2023-03-15
8,Bucuresti,-16,0.29,76,SV,2023-03-09
10,Suceava,40,0.86,17,NE,2023-03-13
6,Constanta,32,0.13,28,S,2023-03-02
3,Constanta,6,0.4,119,NE,2023-03-20
3,Constanta,14,0.13,82,V,2023-03-01
7,Cluj-Napoca,8,0.3,136,SV,2023-03-02
3,Bucuresti,-5,0.76,51,V,2023-03-19
1,Brasov,33,0.81,127,SV,2023-03-01
4,Suceava,-9,0.15,72,SV,2023-03-16
1,Cluj-Napoca,15,0.71,97,S,2023-03-29
6,Galati,11,0.31,91,NE,2023-03-02
8,Constanta,24,0.85,100,SE,2023-03-09
2,Brasov,-4,0.21,92,N,2023-03-20
1,Bucuresti,33,0.72,8,SV,2023-03-18
2,Constanta,-11,0.18,7,NV,2023-03-22
4,Bucuresti,35,0.67,29,E,2023-03-19
8,Brasov,4,0.91,118,SE,2023-03-26
3,Suceava,-2,0.75,132,V,2023-03-13
6,Cluj-Napoca,21,0.93,87,NE,2023-03-26
9,Braila,-9,0.56,118,NE,2023-03-30
9,Bucuresti,24,0.55,43,NV,2023-03-03
1,Suceava,-17,0.86,29,SE,2023-03-16
10,Braila,9,0.28,52,SV,2023-03-26
1,Constanta,24,0.15,114,V,2023-03-16
5,Cluj-Napoca,-16,0.22,105,N,2023-03-16
2,Bucuresti,34,0.16,139,N,2023-03-06
8,Galati,16,0.89,35,NV,2023-03-09
6,Cluj-Napoca,27,0.55,17,SV,2023-03-20
3,Bucuresti,-3,0.51,128,NV,2023-03-25
5,Brasov,31,0.0,55,E,2023-03-01
8,Constanta,7,0.37,37,S,2023-03-23
8,Galati,12,0.89,134,SE,2023-03-04
8,Bucuresti,-7,0.28,51,N,2023-03-06
5,Galati,24,0.66,15,SE,2023-03-24
5,Brasov,-2,0.78,81,SV,2023-03-27
7,Suceava,1,0.53,34,V,2023-03-22
6,Brasov,-6,0.97,42,E,2023-03-19
7,Brasov,-10,0.99,32,SV,2023-03-26
9,Bucuresti,-17,0.78,114,SV,2023-03-20
6,Galati,-17,0.22,56,SE,2023-03-19
5,Brasov,32,0.12,109,NV,2023-03-13
7,Braila,0,0.2,9,NV,2023-03-18
6,Braila,22,0.79,31,NE,2023-03-21
7,Constanta,19,0.85,46,NV,2023-03-11
1,Iasi,11,0.46,128,V,2023-03-28
7,Constanta,23,0.32,83,SE,2023-03-01
10,Brasov,20,0.22,44,NV,2023-03-08
3,Suceava,39,0.68,86,SE,2023-03-25
7,Braila,1,0.25,111,E,2023-03-02
3,Braila,30,0.69,91,SE,2023-03-25
6,Cluj-Napoca,8,0.6,6,V,2023-03-06
1,Constanta,-17,0.82,6,V,2023-03-22
9,Suceava,-9,0.78,33,E,2023-03-13
8,Brasov,11,0.02,132,N,2023-03-15
3,Suceava,3,0.88,117,E,2023-03-21
3,Galati,19,0.91,79,SE,2023-03-22
5,Galati,-5,0.88,71,E,2023-03-19
3,Galati,13,0.66,62,SE,2023-03-16
5,Braila,40,0.41,58,SV,2023-03-15
2,Galati,20,0.36,139,V,2023-03-12
2,Bucuresti,-4,0.89,140,NE,2023-03-22
4,Brasov,-7,0.23,123,SE,2023-03-30
1,Iasi,-20,0.79,110,NV,2023-03-28
3,Brasov,11,0.72,50,S,2023-03-20
6,Braila,10,0.66,120,SV,2023-03-24
7,Galati,16,0.68,116,E,2023-03-27
1,Cluj-Napoca,29,0.53,19,N,2023-03-30
1,Braila,34,0.36,77,NV,2023-03-04
7,Braila,28,0.99,71,NV,2023-03-29
8,Iasi,17,0.75,59,SV,2023-03-18
5,Iasi,10,0.57,39,NE,2023-03-02
6,Cluj-Napoca,31,0.46,8,NV,2023-03-02
5,Brasov,15,0.43,96,N,2023-03-07
2,Cluj-Napoca,2,0.98,6,NE,2023-03-25
2,Constanta,-5,0.55,51,SV,2023-03-11
8,Braila,39,0.8,60,V,2023-03-08
9,Suceava,16,0.56,21,SV,2023-03-23
2,Galati,-20,0.43,101,V,2023-03-22
7,Suceava,-16,0.9,52,NV,2023-03-18
7,Brasov,29,0.11,117,E,2023-03-28
5,Suceava,17,0.43,83,E,2023-03-24
9,Constanta,-4,0.91,82,V,2023-03-21
6,Constanta,32,0.54,125,SE,2023-03-19
2,Braila,21,0.74,110,N,2023-03-17
10,Constanta,-8,0.95,98,SE,2023-03-26
5,Suceava,-9,0.3,86,E,2023-03-13
5,Suceava,13,0.9,16,V,2023-03-20
8,Bucuresti,-14,0.7,94,NV,2023-03-19
4,Galati,-9,0.25,3,S,2023-03-03
10,Constanta,11,0.97,52,E,2023-03-07
6,Braila,-1,0.37,23,E,2023-03-28
3,Constanta,34,0.39,71,NV,2023-03-23
1,Galati,22,0.64,14,NV,2023-03-14
4,Suceava,17,0.58,51,V,2023-03-10
10,Galati,4,0.74,115,V,2023-03-08
1,Brasov,-6,0.81,107,E,2023-03-23
7,Suceava,10,0.65,136,N,2023-03-20
4,Brasov,32,0.57,107,NV,2023-03-29
4,Braila,-3,0.81,138,SE,2023-03-18
1,Braila,-15,0.52,126,S,2023-03-08
1,Iasi,-9,0.94,113,SV,2023-03-19
5,Brasov,-6,0.18,74,N,2023-03-05
8,Bucuresti,17,0.97,132,V,2023-03-29
5,Constanta,9,0.27,14,V,2023-03-08
10,Iasi,28,0.98,88,SE,2023-03-07
6,Iasi,33,0.4,74,SE,2023-03-14
6,Constanta,25,0.31,118,V,2023-03-04
8,Galati,19,0.52,43,SE,2023-03-19
1,Brasov,-9,0.94,56,NV,2023-03-09
4,Bucuresti,24,0.47,19,SE,2023-03-11
10,Braila,2,0.66,13,V,2023-03-13
7,Brasov,20,0.92,69,SE,2023-03-25
9,Galati,33,0.37,91,NV,2023-03-12
1,Iasi,-18,0.97,126,E,2023-03-09
5,Suceava,21,0.13,60,NV,2023-03-17
10,Bucuresti,25,0.72,137,NV,2023-03-16
2,Galati,-9,0.09,122,N,2023-03-06
1,Constanta,14,0.47,87,NV,2023-03-07
6,Braila,22,0.38,122,SV,2023-03-30
1,Constanta,35,0.54,22,NE,2023-03-22
3,Brasov,15,0.94,100,SV,2023-03-26
2,Iasi,6,0.84,63,S,2023-03-09
9,Iasi,26,0.65,2,SE,2023-03-22
9,Braila,-6,0.08,117,S,2023-03-22
4,Bucuresti,13,0.58,85,NV,2023-03-29
9,Brasov,18,0.9,113,V,2023-03-08
9,Cluj-Napoca,0,0.25,83,NV,2023-03-04
4,Galati,6,0.73,21,S,2023-03-26
7,Bucuresti,2,0.8,47,V,2023-03-03
7,Galati,-16,0.99,132,NE,2023-03-10
1,Cluj-Napoca,-7,0.4,125,N,2023-03-01
9,Bucuresti,-10,0.38,94,NV,2023-03-17
3,Brasov,11,0.39,92,NE,2023-03-30
8,Brasov,5,0.58,138,E,2023-03-05
3,Brasov,15,0.96,125,E,2023-03-25
6,Cluj-Napoca,2,0.75,86,SV,2023-03-23
6,Galati,40,0.93,126,NV,2023-03-30
7,Galati,38,0.7,24,E,2023-03-08
1,Constanta,15,0.55,19,N,2023-03-01
10,Iasi,19,0.01,140,SE,2023-03-28
8,Suceava,12,0.19,107,V,2023-03-27
6,Cluj-Napoca,37,0.35,9,NV,2023-03-08
5,Constanta,17,0.34,91,V,2023-03-13
1,Iasi,14,0.37,86,SV,2023-03-13
3,Cluj-Napoca,-10,0.89,126,NE,2023-03-14
10,Bucuresti,40,0.23,121,SE,2023-03-30
8,Cluj-Napoca,10,0.1,24,S,2023-03-07
2,Constanta,-2,0.07,47,NE,2023-03-21
10,Braila,37,0.48,84,V,2023-03-06
3,Bucuresti,31,0.82,35,E,2023-03-26
8,Braila,10,0.26,33,N,2023-03-16
3,Galati,34,0.2,85,E,2023-03-21
9,Iasi,-12,0.95,136,SE,2023-03-17
4,Iasi,1,0.96,23,SV,2023-03-26
9,Bucuresti,39,0.98,29,SE,2023-03-18
9,Brasov,14,0.63,60,NV,2023-03-09
10,Constanta,-16,0.48,125,N,2023-03-05
4,Galati,-19,0.78,23,N,2023-03-18
1,Brasov,34,0.31,61,SE,2023-03-22
8,Bucuresti,-16,0.18,47,S,2023-03-04
3,Suceava,-17,0.84,52,V,2023-03-10
5,Braila,32,0.74,79,SV,2023-03-19
6,Bucuresti,-5,0.41,129,SV,2023-03-04
7,Galati,29,0.8,76,N,2023-03-25
9,Braila,-4,0.2,118,S,2023-03-17
10,Constanta,11,0.16,93,S,2023-03-23
4,Galati,13,0.77,136,NE,2023-03-11
4,Iasi,39,0.16,109,V,2023-03-06
5,Braila,10,0.86,22,V,2023-03-15
8,Iasi,-1,0.3,48,SV,2023-03-12
10,Bucuresti,-3,0.57,136,NE,2023-03-13
9,Galati,31,0.95,50,N,2023-03-24
5,Galati,28,0.89,11,V,2023-03-30
9,Galati,-2,0.57,103,N,2023-03-01
4,Bucuresti,-3,0.56,59,NV,2023-03-17
3,Braila,9,0.61,48,V,2023-03-17
2,Bucuresti,-10,0.52,139,V,2023-03-04
5,Braila,32,0.81,140,V,2023-03-21
2,Cluj-Napoca,-4,0.29,49,SV,2023-03-22
8,Galati,-12,0.19,136,NV,2023-03-21
10,Constanta,14,0.51,63,E,2023-03-04
5,Constanta,-6,0.67,1,V,2023-03-06
10,Brasov,-4,0.77,16,S,2023-03-15
4,Iasi,18,0.98,72,N,2023-03-07
8,Suceava,-11,0.41,85,NV,2023-03-03
6,Constanta,15,0.1,79,SE,2023-03-04
2,Braila,18,0.32,56,S,2023-03-21
1,Brasov,-14,0.93,82,SV,2023-03-08
10,Bucuresti,-17,0.46,113,NE,2023-03-18
6,Brasov,11,0.58,15,SV,2023-03-26
10,Constanta,-18,0.61,137,SE,2023-03-05
2,Brasov,3,0.2,64,SE,2023-03-05
9,Brasov,4,0.63,123,V,2023-03-12
9,Constanta,-1,0.05,56,NV,2023-03-04
1,Cluj-Napoca,-9,0.82,14,V,2023-03-04
3,Cluj-Napoca,1,0.1,118,SV,2023-03-06
5,Bucuresti,19,0.65,97,E,2023-03-20
4,Suceava,22,0.14,32,V,2023-03-10
1,Bucuresti,9,0.43,49,SE,2023-03-28
5,Brasov,21,0.3,23,SV,2023-03-06
1,Cluj-Napoca,-2,0.67,116,NV,2023-03-06
4,Suceava,13,0.01,115,NV,2023-03-16
8,Constanta,-4,0.89,27,V,2023-03-04
6,Bucuresti,-9,0.36,12,SE,2023-03-25
4,Bucuresti,6,0.26,23,NE,2023-03-17
4,Bucuresti,13,0.91,75,SE,2023-03-05
10,Galati,3,0.33,2,S,2023-03-28
5,Cluj-Napoca,-11,0.17,82,S,2023-03-03
4,Cluj-Napoca,-5,0.65,72,V,2023-03-25
9,Cluj-Napoca,28,0.66,57,SV,2023-03-02
6,Galati,-20,0.3,66,N,2023-03-21
10,Suceava,17,0.4,17,S,2023-03-03
3,Iasi,-16,0.86,67,S,2023-03-28
10,Suceava,-20,1.0,5,V,2023-03-03
4,Brasov,-7,0.22,139,S,2023-03-21
6,Braila,23,0.82,5,NE,2023-03-09
5,Brasov,26,0.51,127,S,2023-03-22
4,Cluj-Napoca,3,0.42,115,N,2023-03-07
9,Suceava,36,0.39,104,SE,2023-03-09
7,Suceava,-3,0.65,66,NE,2023-03-22
10,Galati,35,0.04,40,SV,2023-03-16
2,Bucuresti,-17,0.34,26,V,2023-03-21
8,Bucuresti,-18,0.6,97,NE,2023-03-12
6,Cluj-Napoca,14,0.43,80,V,2023-03-15
10,Braila,34,0.54,106,SV,2023-03-30
7,Iasi,-10,0.93,63,NV,2023-03-05
7,Galati,11,0.59,71,E,2023-03-14
4,Iasi,-17,0.87,26,E,2023-03-20
1,Galati,25,0.53,125,V,2023-03-19
6,Iasi,-5,0.06,73,SE,2023-03-01
1,Constanta,11,0.45,92,N,2023-03-29
10,Iasi,2,0.63,74,E,2023-03-14
3,Cluj-Napoca,-14,0.7,104,SV,2023-03-30
5,Braila,-12,0.16,58,E,2023-03-03
4,Bucuresti,21,0.21,42,V,2023-03-25
10,Iasi,22,0.58,44,NE,2023-03-14
2,Brasov,-20,0.75,44,E,2023-03-03
1,Galati,-18,0.28,81,V,2023-03-21
2,Bucuresti,-1,0.22,137,SE,2023-03-03
1,Suceava,12,0.41,40,N,2023-03-29
8,Bucuresti,-1,0.59,39,V,2023-03-23
7,Braila,25,0.11,16,S,2023-03-01
6,Iasi,-19,0.97,97,N,2023-03-01
7,Braila,21,0.19,129,NV,2023-03-15
1,Constanta,9,0.1,24,V,2023-03-04
3,Cluj-Napoca,20,0.35,96,N,2023-03-15
9,Cluj-Napoca,-13,0.11,77,N,2023-03-02
4,Galati,31,0.17,138,SV,2023-03-06
1,Bucuresti,-16,0.96,56,NV,2023-03-25
5,Brasov,19,0.93,98,S,2023-03-06
10,Cluj-Napoca,29,0.16,23,NV,2023-03-20
8,Constanta,20,0.52,15,N,2023-03-23
2,Iasi,34,0.41,5,S,2023-03-21
6,Bucuresti,22,0.26,106,E,2023-03-11
5,Iasi,2,0.45,67,S,2023-03-01
5,Galati,16,0.58,52,V,2023-03-05
10,Suceava,26,0.84,54,N,2023-03-02
7,Iasi,-10,0.53,29,S,2023-03-04
8,Cluj-Napoca,17,0.29,121,V,2023-03-11
3,Braila,-17,0.92,42,S,2023-03-09
7,Iasi,9,0.17,133,S,2023-03-16
8,Suceava,40,0.3,88,V,2023-03-21
7,Suceava,15,0.08,85,SV,2023-03-29
1,Constanta,40,0.17,98,NV,2023-03-07
9,Constanta,35,0.21,5,S,2023-03-20
9,Brasov,-20,0.21,109,NE,2023-03-03
3,Iasi,12,0.89,28,N,2023-03-13
4,Braila,-5,0.01,15,N,2023-03-10
10,Galati,3,0.24,9,NE,2023-03-21
10,Constanta,-13,0.99,98,E,2023-03-27
1,Galati,-4,0.69,23,E,2023-03-01
2,Bucuresti,26,0.9,88,SE,2023-03-12
9,Suceava,-18,0.6,105,NV,2023-03-23
2,Braila,7,0.36,18,N,2023-03-16
10,Suceava,38,0.43,114,N,2023-03-24
6,Braila,6,0.89,119,SV,2023-03-19
10,Brasov,34,0.05,77,E,2023-03-09
5,Constanta,-14,0.2,112,V,2023-03-04
2,Brasov,-7,0.75,72,NE,2023-03-03
10,Suceava,21,0.57,27,N,2023-03-30
2,Braila,3,0.93,116,S,2023-03-01
1,Bucuresti,-14,0.34,120,N,2023-03-24
4,Brasov,-11,0.13,55,SE,2023-03-25
7,Cluj-Napoca,11,0.22,128,V,2023-03-03
5,Suceava,35,0.81,108,NE,2023-03-04
1,Suceava,33,0.43,37,V,2023-03-25
9,Cluj-Napoca,6,0.3,101,V,2023-03-17
5,Cluj-Napoca,33,0.37,111,V,2023-03-27
5,Brasov,9,0.04,27,E,2023-03-24
8,Cluj-Napoca,-14,0.69,56,V,2023-03-07
9,Suceava,40,0.05,73,S,2023-03-11
4,Braila,32,0.78,54,V,2023-03-19
3,Suceava,26,0.41,76,SE,2023-03-02
7,Constanta,39,0.96,65,SV,2023-03-08
5,Suceava,9,0.28,19,E,2023-03-15
9,Cluj-Napoca,-5,0.72,3,S,2023-03-28
5,Cluj-Napoca,40,0.3,90,N,2023-03-30
3,Suceava,-8,0.54,45,V,2023-03-10
1,Suceava,35,0.41,85,SV,2023-03-12
8,Iasi,22,0.27,10,SE,2023-03-24
9,Constanta,-9,0.35,45,V,2023-03-13
4,Iasi,-19,0.51,103,SE,2023-03-05
5,Cluj-Napoca,5,0.99,82,SE,2023-03-10
8,Suceava,-3,0.37,139,NV,2023-03-25
9,Cluj-Napoca,33,0.92,26,NE,2023-03-12
4,Suceava,32,0.26,80,N,2023-03-19
4,Braila,17,0.02,48,S,2023-03-17
10,Cluj-Napoca,18,0.77,62,SE,2023-03-08
2,Galati,13,0.48,121,V,2023-03-30
9,Galati,18,0.09,90,V,2023-03-29
3,Iasi,-5,0.35,11,E,2023-03-05
8,Braila,28,0.89,134,SE,2023-03-22
8,Iasi,9,0.19,48,NV,2023-03-26
5,Galati,-1,0.88,38,N,2023-03-16
8,Cluj-Napoca,20,0.21,84,NE,2023-03-14
2,Suceava,-16,0.62,120,SV,2023-03-18
6,Cluj-Napoca,-20,0.73,56,N,2023-03-27
7,Constanta,-7,0.82,79,SV,2023-03-22
6,Braila,20,0.29,140,SV,2023-03-04
9,Iasi,12,0.42,138,V,2023-03-02
10,Iasi,-4,0.83,109,E,2023-03-13
7,Galati,40,0.4,124,NV,2023-03-04
5,Brasov,36,0.14,50,SE,2023-03-28
10,Galati,16,0.99,23,SE,2023-03-23
4,Iasi,19,0.17,111,SE,2023-03-13
9,Bucuresti,7,0.31,131,N,2023-03-26
9,Galati,-16,0.31,21,S,2023-03-06
3,Iasi,25,0.16,122,N,2023-03-25
